stkcd,year,total_assets,total_liabilities,fixed_assets,total_current_assets,total_current_liab,net_profit,dep_amort,soe,ind_gate,ind_mid,ind_code_em,m2,m2_growth,lev,npr,size,tang,ndts,liq,growth,ind_code,lev_raw,npr_raw,tang_raw,growth_raw,ndts_raw,liq_raw
000010,2015,5162182903.59,2991880915.67,57220652.44,3443557674.14,2252193438.74,20970633.23,16120546.7,0,建筑业,,E48,1392278.10919881,13.34310189893124,0.5795766968251589,0.004062357654049053,22.364625370313675,0.011084584469141212,0.003122815870934966,1.5289795338656675,5.276706962435052,CM_other,0.5795766968251589,0.004062357654049053,0.011084584469141212,5.418881606730271,0.003122815870934966,1.5289795338656675
000010,2016,4853287591.16,2643687338.94,69760480.08,3031055667.73,2172452437.97,39877126.94,25454165.83,0,建筑业,,E48,1550066.66781086,11.333120701211753,0.5447209317979287,0.008216518430235624,22.302922166104075,0.014373860763385407,0.0052447264564258215,1.3952230275578796,-0.0598381185244679,CM_other,0.5447209317979287,0.008216518430235624,0.014373860763385407,-0.0598381185244679,0.0052447264564258215,1.3952230275578796
000010,2017,3105153052.01,1925555405.98,62794410.6,2818944678.26,1827387438.15,-1061426865.24,28872830.72,0,建筑业,,E48,1690235.31468079,9.042749565596964,0.6201161017598043,-0.29718882556926424,21.856328843229758,0.020222645888373355,0.00929835993150492,1.5426092023013067,-0.33800594826489655,CM_other,0.6201161017598043,-0.34182755164127143,0.020222645888373355,-0.36019595095376833,0.00929835993150492,1.5426092023013067
000010,2018,3273278297.36,2682467604.24,71030184.83,2618549053.14,2607383471.71,-731500477.92,15169999.37,0,建筑业,,E48,1826744.21571345,8.076325222115033,0.8195049001496428,-0.22347640850152511,21.90905785706952,0.021700013985150004,0.004634497281283742,1.004282293552577,0.05414394799031583,CM_other,0.8195049001496428,-0.22347640850152511,0.021700013985150004,0.05414394799031583,0.004634497281283742,1.004282293552577
000010,2019,4291660034.27,3537929829.06,44091955.9,3572351803.02,3525322893.7,46474799.71,26678522.130000003,0,建筑业,,E48,1986488.82,8.744771321154033,0.8243732730012927,0.010829096279501842,22.179939449414093,0.010273869679311615,0.006216364277916983,1.0133403125722311,0.3111198145698018,CM_other,0.8243732730012927,0.010829096279501842,0.010273869679311615,0.3111198145698018,0.006216364277916983,1.0133403125722311
000010,2020,3541730495.91,2725456208.45,22823798.32,2847617997.29,2719350240.09,39839573.38,21970408.09,0,建筑业,,E48,2186795.89,10.083473311468216,0.7695267078049457,0.01124861799225177,21.98788128530097,0.006444250443775151,0.006203297544906787,1.0471685314046766,-0.1747411333543714,CM_other,0.7695267078049457,0.01124861799225177,0.006444250443775151,-0.1747411333543714,0.006203297544906787,1.0471685314046766
000010,2021,4587490643.01,3729092272.81,18416480.53,3689757688.1,3573376085.42,23458663.0,18857860.78,0,建筑业,,E48,2382899.56,8.967625689108093,0.8108697278279562,0.0051136154437163095,22.246599010654176,0.004014499856923165,0.004110713731641914,1.0325690886987398,0.2952681318659472,CM_other,0.8128828073997384,0.0051136154437163095,0.004014499856923165,0.2952681318659472,0.004110713731641914,1.0325690886987398
000010,2022,3622677862.65,2726252525.33,13849289.17,2762738124.56,2658123667.86,-535790918.99,19037338.44,0,建筑业,,E48,2664320.84,11.81003533359164,0.7525517389878376,-0.13845289050347415,22.010479330374064,0.003822942501398455,0.005255045897477103,1.039356504727345,-0.20600635684025237,CM_other,0.7525517389878376,-0.1478991340947073,0.003822942501398455,-0.210313841583545,0.005255045897477103,1.039356504727345
000010,2023,3137807067.53,2888528584.47,10434651.32,2290247469.33,2841072750.17,-498883121.73,15226563.62,0,建筑业,,E48,2922713.33,9.698249779857605,0.9094503536199059,-0.14842738245761133,21.866790006744427,0.003325459818093241,0.004852613080505919,0.8061206701563554,-0.1338431992860981,CM_other,0.9205564658071135,-0.15899101219206183,0.003325459818093241,-0.1338431992860981,0.004852613080505919,0.8061206701563554
000010,2024,2939615278.83,2596028966.3,7485252.26,2290547766.15,2568809582.69,17621359.94,11377636.75,0,建筑业,,E48,3135322.3,7.274369600935171,0.8831186124917847,0.005994444261772072,21.80154455219359,0.0026633956137166515,0.003979068415414773,0.8916767445843103,-0.06316251587004414,CM_other,0.8831186124917847,0.005994444261772072,0.0025463373775153376,-0.06316251587004414,0.003870450950482346,0.8916767445843103
000011,2011,3552025374.73,2409702628.89,86855289.26,2832847155.4,2242350137.29,261108340.62,72839279.41,0,房地产,房地产管理,60102010,851590.9,17.32297305487116,0.6784024252848049,0.07350970589275355,21.990783805837417,0.024452327924769438,0.020506407394552107,1.2633384538347108,0.21925243164312658,CM_other,0.6784024252848049,0.07350970589275355,0.024452327924769438,0.21925243164312658,0.020506407394552107,1.2633384538347108
000011,2012,3950705938.73,2446687308.74,78821168.21,3190069550.64,2275941029.21,375422129.64,73926230.98,0,房地产,房地产管理,60102010,974148.8,14.391640399163496,0.6193038273880024,0.09211954107927028,22.097160118556985,0.019951160484330547,0.018712157302136347,1.4016485970848296,0.11224034795368118,CM_other,0.6193038273880024,0.09502659409793576,0.019951160484330547,0.11224034795368118,0.018712157302136347,1.4016485970848296
000011,2013,3873252714.32,2069609334.58,75301015.72,3144603881.49,1811534360.18,300840563.81,74782178.23,0,房地产,房地产管理,60102010,1106524.98,13.588907567303888,0.5343336691996218,0.07767129748537889,22.077360485626592,0.019441286503615107,0.019307332556308295,1.7358786841766234,-0.019604907480129507,CM_other,0.5343336691996218,0.07767129748537889,0.019441286503615107,-0.019604907480129507,0.019307332556308295,1.7358786841766234
000011,2014,3883288145.46,1808183396.33,64069233.96,3191649437.49,1493839909.88,417498679.91,75083083.1,0,房地产,房地产管理,60102010,1228374.807,11.011936395688071,0.4656320439275075,0.1058703878730489,22.079948091860075,0.016498707167765577,0.019334924498914805,2.1365404795928797,0.002590956976005558,CM_other,0.4656320439275075,0.10751164072079042,0.016498707167765577,0.002590956976005558,0.019334924498914805,2.1365404795928797
000011,2015,4379763486.1,2278994632.43,85929516.37,3665271757.93,1999449750.43,156819966.71,71268763.38,0,房地产,房地产管理,60102010,1392278.10919881,13.34310189893124,0.5203465072172998,0.03580557881896992,22.200260561269484,0.01961967047826062,0.016272285845156883,1.8331402212742527,0.12784921490320922,CM_other,0.5203465072172998,0.03580557881896992,0.01961967047826062,0.12784921490320922,0.016272285845156883,1.8331402212742527
000011,2016,6654356144.1,4243059321.29,73932007.89,5628030102.19,4105669823.82,354857241.74,76152589.72,0,房地产,房地产管理,60102010,1550066.66781086,11.333120701211753,0.6376363436832359,0.053327058855217664,22.618537536419662,0.011110317255193933,0.011444020739334747,1.3707946190747418,0.5193414359517006,CM_other,0.6376363436832359,0.053327058855217664,0.011110317255193933,0.5193414359517006,0.011444020739334747,1.3707946190747418
000011,2017,5393331548.87,2470775667.73,29346901.33,4505840020.84,2416223746.31,622962734.37,84252387.57,0,房地产,房地产管理,60102010,1690235.31468079,9.042749565596964,0.45811677723533833,0.11550610763036104,22.408429129043945,0.005441330847933631,0.0156215850641803,1.8648273065444427,-0.1895036225778315,CM_other,0.45811677723533833,0.11550610763036104,0.005441330847933631,-0.1895036225778315,0.0156215850641803,1.8648273065444427
000011,2018,7023354613.55,3141837098.97,102516975.36,5603417111.91,3076204235.76,698050728.96,87674458.58,0,房地产,房地产管理,60102010,1826744.21571345,8.076325222115033,0.44734137343834585,0.09636886914525646,22.67250680602099,0.014596582545072736,0.012483273792106644,1.8215361147910363,0.30222934561134474,CM_other,0.44734137343834585,0.0993899307908028,0.014596582545072736,0.30222934561134474,0.012483273792106644,1.8215361147910363
000011,2019,10772491740.53,7505924439.34,93557782.83,9458354001.67,5200678293.3,817805780.12,100652601.51,0,房地产,房地产管理,60102010,1986488.82,8.744771321154033,0.6967677135550733,0.07302189796902873,23.100261660735942,0.008684878585518136,0.009343483748639936,1.8186770010087214,0.5048603007578565,CM_other,0.6967677135550733,0.07591612041280288,0.008684878585518136,0.5338100285790602,0.009343483748639936,1.8186770010087214
000011,2020,12207356912.54,8426235432.71,116233936.04,10595039258.27,4727259896.06,798572121.74,94690404.46,0,房地产,房地产管理,60102010,2186795.89,10.083473311468216,0.6902587917335451,0.06419549808087224,23.225304632556767,0.009521630019730049,0.007756830994490652,2.2412643880867607,0.13319714756536036,CM_other,0.6902587917335451,0.06541728299265726,0.009521630019730049,0.13319714756536036,0.007756830994490652,2.2412643880867607
000011,2021,14835846843.78,10198975172.84,114155590.4,12756478186.25,6463600962.58,1025380909.03,126586699.24,0,房地产,房地产管理,60102010,2382899.56,8.967625689108093,0.6874548706409684,0.06911509129388835,23.420312173237914,0.007694578651427659,0.008532488948756712,1.9735868999496755,0.21532015079692515,CM_other,0.6874548706409684,0.06911509129388835,0.007694578651427659,0.21532015079692515,0.008532488948756712,1.9735868999496755
000011,2022,15824788371.56,11354213865.53,82745172.12,13719792261.56,7505713401.57,537291574.13,209584499.42,0,房地产,房地产管理,60102010,2664320.84,11.81003533359164,0.7174954633791862,0.03395252824332298,23.484843431842048,0.005228832776601804,0.013244063332730639,1.8279131546230072,0.06665891999246522,CM_other,0.7174954633791862,0.03395252824332298,0.005228832776601804,0.06665891999246522,0.013244063332730639,1.8279131546230072
000011,2023,16988062068.09,12284337032.28,66436408.9,15114810796.59,10340219504.74,464014492.11,136808049.85999998,0,房地产,房地产管理,60102010,2922713.33,9.698249779857605,0.72311585530139,0.027314150975560336,23.55577670303392,0.003910770318222034,0.008053187544974727,1.4617495102170035,0.073509589462859,CM_other,0.72311585530139,0.027314150975560336,0.003910770318222034,0.073509589462859,0.008053187544974727,1.4617495102170035
000011,2024,15293205498.3,12062773542.16,52712396.64,13302659023.82,6764666389.45,-1114764922.17,126987638.74,0,房地产,房地产管理,60102010,3135322.3,7.274369600935171,0.7887668509718845,-0.07289282304445055,23.45067448163139,0.0034467853482946747,0.008303533144448755,1.9664915101454945,-0.09976750514548578,CM_other,0.7887668509718845,-0.07289282304445055,0.0034467853482946747,-0.09976750514548578,0.008303533144448755,1.9664915101454945
